Title,Authors,Category_en,weighted_average
Nira Struggle (Hardcover),['juthika gold'],['contemporary novel'],1.8707254841684606
The whole of season (hardcover),['serlendu quality'],['bengali poetry'],2.4110693528909835
Allah is the events of lovers (hardcover),['ø\xadùƒùšù… ø§ù„ø§ù…øª ù…ùˆù„ø§ù†ø§ ø§ø´ø±ù\x81 ø¹ù„ùš øªù‡ø§ù†ùˆùš ø±ø\xad (hakimul ummat maulana ashraf ali thanvi rah.)'],"['prophet messenger, sahaba, tabee and oli-awlia']",1.8707254841684606
Pira Awlia of Bangladesh,['alhajj maulana m.obaidul huq'],"['prophet messenger, sahaba, tabee and oli-awlia']",1.8707254841684606
Continental Picnic (à¦¨à§à¦œà¦¹à¦¾à¦¤à§à¦² à¦•à§à¦¬à¦¾à¦°à¦¿),['maulana kari ibrahim'],['arabic & urdu books'],1.8707254841684606
Believing women's ideal life (hardcover),['maulana yusuf ludhia navi (r)'],['women related'],1.8707254841684606
Anwarul Mishkat Sharah Mishkatul Masha-1 (RBB-Bangla) (Hardca),['maulana ahmad maymun (translator)'],['hadith and sunnat'],1.8707254841684606
Jindki-1 chunk (hardcover) in Karwan,['syed abul hasan ali rahi rah.'],['muslim personality'],1.3869891040748714
Professor Hazrat's Hatran Compilation in Western Education - 5 (Paperback),['professor muhammad hamidur rahman'],"['invitation, tabligh, lecture, discussion and waj']",1.3869891040748714
Auliya (first and second volition) in Moseszai Ambia and Karam (hardcover),['maulana khondaker md. bashir uddin m.m'],"['invitation, tabligh, lecture, discussion and waj']",1.3869891040748714
Jannati 20 Ramni (Hardcover),['muallima morsheda begum (editor)'],['biography of mahaji women'],1.3869891040748714
The Qur'ani (Hardcover) in Mukmal Amazon,['ø\xadùƒùšù… ø§ù„ø§ù…øª ù…ùˆù„ø§ù†ø§ ø§ø´ø±ù\x81 ø¹ù„ùš øªù‡ø§ù†ùˆùš ø±ø\xad (hakimul ummat maulana ashraf ali thanvi rah.)'],['the help of islamic period and period'],1.8707254841684606
Last (Hardcover),['mike wells'],"['translation: mystery, detective, horror, myth, thriller, and adventure']",1.580483656112307
Bar Chan's Amal and Fazilat (Hardcover),['maulana karily ali'],['the help of islamic period and period'],3.0536557707415377
Rahe Amal-2 (Hardcover),['allama jalil ahsan river'],['the help of islamic period and period'],1.4353627420842303
Amar story of the Qur'an lovers (hardcover),['muhammad muazzam hussain farooqi'],"['prophet messenger, sahaba, tabee and oli-awlia']",1.9391649337263341
Novel whole -1 (hardcover),['manik bandyopadhyay'],['the whole of the novel'],1.8707254841684606
Drawing in the story Muhammad bin Qasim (Hardcover),['maulana labib abdullah'],['islamic literature'],1.4353627420842303
Imam Nasa'i (RA) - His method of life and hadeeth in the compilation,['dr.muhammad manjurur rahman'],"['prophet messenger, sahaba, tabee and oli-awlia']",1.8707254841684606
Gitanjali,['rabindranath tagore'],['rabindra music'],1.3869891040748714
A group of stories of Nasrin Jahan,['nasrin jahan'],['story compilation and whole'],1.8707254841684606
Nadia three names Quran Sharif (white lemi) (hardcover),['nadiaatul quran publishing (editor)'],['peer'],1.8707254841684606
Islamic Sutton 2 (Hardcor),['(ø´ùšø® ø§ù„ø§ø³ù„ø§ù… ù…ù\x81øªùš ù…ø\xadù…ø¯ øªù‚ùš ø¹ø«ù…ø§ù†ùš) shaikhul islam mufti mufti muhammad toki uthmani'],"['in the invitation, in the tagore, restore & speeches']",1.8707254841684606
The way of lightning of the Quran and Hadith (Hardcover),['maulana muhammad ashik elahi rah'],['islamic translation book'],1.3869891040748714
Both Kitabullah and Rizalullah were important for guidance (Paperback),['maulana qari muhammad tayyab (ra)'],['islamic ideals and doctrine'],1.8707254841684606
The first chunk of dream details,['allama khalil ibn shahin shaheri'],['islamic miscellaneous books'],1.8707254841684606
Sahih Thakatul Auliya (White),['maulana mohammad mofizul islam'],"['prophet messenger, sahaba, tabee and oli-awlia']",1.8707254841684606
Reward period (hardcover),['hafez hadith imam sharfuddin dimayati (ra)'],['the help of islamic period and period'],1.9425446596304268
Islam and human rights (hardcover),['(ø´ùšø® ø§ù„ø§ø³ù„ø§ù… ù…ù\x81øªùš ù…ø\xadù…ø¯ øªù‚ùš ø¹ø«ù…ø§ù†ùš) shaikhul islam mufti mufti muhammad toki uthmani'],['islam and contemporary world'],1.9425446596304268
Enlightened heart (hardcover),['maulana julfika ahmad nodes'],['islamic miscellaneous books'],1.3869891040748714
Our Beloved Sheikh Mujib,['selina hossain'],['bangabandhu sheikh mujibur rahman'],1.8707254841684606
Heartler (Hardcover),['maulana tariq jamil'],"['speech, speech and advice compilation']",1.8707254841684606
Whiteboard Live Basic Math (Paperback),['mohammad farooq hossain'],['mathematics'],1.8707254841684606
Characterless (Hardcover),['sarat chandra chattopadhyay'],['classical novel'],1.8707254841684606
Sometical Riyadhus 1st Section (Hardcover),['imam muhiuddin yahya an-nabu (r)'],['hadith and sunnat'],1.8707254841684606
Mother's father's responsibility and duty (hardcover),['maulana lutfar rahman'],['personal and family life'],1.4975574195248347
The story of the golden people (hardcover),['dr.muhammad ibn abdur rahman arifi'],['islamic story'],1.3869891040748714
Father of the proud nation (hardcover),['firoza taher'],"['liberation war, language movement and political poems']",1.8707254841684606
Puzzle (hardcover) in the story,['anik happy (editor)'],['when age 8-12: story'],1.3869891040748714
Jannati Amal (Hardcover),['maulana alamgir hussein jessi'],['the help of islamic period and period'],1.8707254841684606
Malfuzate (Hardcover),['hadratji ilias (ra)'],"['in the invitation, in the tagore, restore & speeches']",1.8707254841684606
What happens after mortification?(Hardcover),['maulana ashek elahi bulandashai rah'],"['death, hereafter and paradise-hell']",1.8707254841684606
Biography of 100 Muslim scholars in the world (hardcover),['maulana muhammad shahidul islam (editor)'],['muslim personality'],1.8707254841684606
Life is on the way (Paperback),['dr.emdadul haque'],['philosophy book'],1.9425446596304268
Constitution and discussion of Bangladesh (Paperback),['abdul wadud'],['constitutional law'],1.8707254841684606
Selected short stories (hardcover),['demonstrate allies'],['story compilation and whole'],1.3869891040748714
Copy Colour Fun (Childrens Colour Box) A (Paperback),"[""children's publication (editor)""]",['children and teens: drawing and music'],1.8707254841684606
Commercial law commentary (hardcover),['gazi shamsur rahman'],['documentary law'],1.3869891040748714
Eight Perfect Murder,['peter swanson'],['thriller'],2.4110693528909835
Dear or Dearness (Hardcover),['imdadul haque milon'],['contemporary novel'],1.8707254841684606
Sierlion's memory,['generel md. zahid hossain (retd)'],['professional memorization and experience'],1.8707254841684606
Potato tomato and brinjal cultivation in Bangladesh,['dr.md. anisur rahman'],['crops and vegetables'],1.8707254841684606
People leader,['a mari ubaidul moktadiri chowdhury (editor)'],['historical personality'],2.4110693528909835
Gitabitan (Hardcover),['rabindranath tagore'],['rabindra music'],2.4110693528909835
Lion commander (hardcover),['rahul sankritayon'],['historical personality'],1.8707254841684606
One Biranga Love (Hardcover),['mirza ali osman'],['historical novels'],1.8707254841684606
Second Entity (Hardcover),['shah moazzem hossain'],['miscellaneous articles'],1.8707254841684606
Doggy (Hardcover),['mustafa mir'],['contemporary novel'],1.3869891040748714
In the city of joy-festive (hardcover),['liaquat hossain khokan'],['typical and travel'],1.3869891040748714
The winner name is Bangabandhu (Hardcover),['aslam sunny'],['bengali poetry'],1.8707254841684606
Love is dark with this light,['pure syed'],['romantic poetry'],1.8707254841684606
Multidimensional Rabindranath (Hardcover),['hasan hafeez (editor)'],['rabindranath'],1.3869891040748714
All the best ghost stories (hardcover),['hasan hafeez (editor)'],"[""mystery, physics, thriller and adventure's entire "", ' compilation']",1.3869891040748714
Love poet Nazrul,['habib mustafa'],['literature and literary'],2.4981002151859824
Grief (Hardcover),['mir mosharraf hossain'],['classical novel'],3.5776024928038455
"Bangladesh's past, current, future watched Bangladesh (hardcover)",['ranjit'],['context: politics of bangladesh'],1.8707254841684606
The Meter Franking Cancellation of Bangladesh (Hardcover),['astech ahmed khan'],"['research, article and statistics on bangladesh']",1.3869891040748714
State Language Movement History and Access (1st Done) (Hardcover),['ahmad rafiq (editor)'],['history of language movement'],1.9425446596304268
"Miscellaneous context of ancient, medium and modern Bengali literature (hardcover)",['professor nilkkol beliefs'],['literature criticism'],1.8707254841684606
Akabir Olemaye Deoband (Hardcover),['hafez akbar shah bukhari'],['muslim personality'],1.9425446596304268
Imam Hasan Basri Rah in Mawaiah.(Hardcover),['maulana mahmudul hassan xubair (translator)'],"['invitation, tabligh, lecture, discussion and waj']",1.8707254841684606
Seven brothers Champa (Hardcover),['dakshinanjan mitra majumder'],['child-teenage story'],1.8707254841684606
Tasatul Awlia (together all the volumes) (hardcover),['hadrat sheikh farid uddin attar (ra)'],"['prophet messenger, sahaba, tabee and oli-awlia']",1.8707254841684606
The dignity of Paradise is the holy yamajam,['ahmad badruddin khan (translator)'],['islamic miscellaneous books'],1.8707254841684606
Kids Colouring Book- 1 (Code- 09) (Paperback),['gha paper product (editor)'],['children and teens: drawing and music'],1.8707254841684606
Al-face (RB-Bangla) (Paperback),['maktabatul quran'],['islamic studies (textbook)'],1.3869891040748714
Dewani rules and commands (C. R. O),['sri harekrishna das'],['civil price & practice law'],1.8707254841684606
Fatwa Fiqh Hadith,['mujahidi millat mufti fazlul haque amini ra.'],"['islamic law, fatwa and fiqh']",1.8707254841684606
Visit (Hardcover),['ahmed lipu'],['philosophy research and articles'],1.8707254841684606
Nurani Quran Sharif - Chain of 35 - Calcutta- 16 Chatry - Pocket Size,['emdadia library'],['conscience quran'],1.3869891040748714
Islamic provision (hardcover) in light of logic,['ø\xadùƒùšù… ø§ù„ø§ù…øª ù…ùˆù„ø§ù†ø§ ø§ø´ø±ù\x81 ø¹ù„ùš øªù‡ø§ù†ùˆùš ø±ø\xad (hakimul ummat maulana ashraf ali thanvi rah.)'],['islamic rules and masayel'],1.8707254841684606
Basic 17th Private lecturer and teacher registration testist guide preliminary test (English and Mathematics) (Paperback),['employment editors (editors)'],['teacher recruitment guide'],1.3869891040748714
Islamiy Story (Hardcover),['(ø´ùšø® ø§ù„ø§ø³ù„ø§ù… ù…ù\x81øªùš ù…ø\xadù…ø¯ øªù‚ùš ø¹ø«ù…ø§ù†ùš) shaikhul islam mufti mufti muhammad toki uthmani'],['islamic literature'],1.8707254841684606
The immortal contribution of Muslim Maiati women,['maulana zulfikar ahmad nodes'],['biography of mahaji women'],1.9425446596304268
Hayatus Sahabiyat or Life of Women Companions (Hardcover),['mao: saeed ansari (ra)'],"['prophet messenger, sahaba, tabee and oli-awlia']",1.8707254841684606
Self-change in the light of the Quran and Hadith,['maulana julfika ahmad nodes'],['islamic translation book'],1.3869891040748714
Mukmal Ruhul Quran,['maulana mohammad kamruzzaman'],['the quran'],1.8707254841684606
Sundarbans (hardcover) in words,['artist entertainment government'],['modern song'],1.3869891040748714
"Intellectual Property WTO And Bangladesh-2nd, 2012",['monirul azam'],['intellectual property law'],1.3869891040748714
Literary Raby-2: Come on to stand on his feet (Paperback),['mushtaq ahmed'],['child-teenage story'],1.9425446596304268
Dear Prophet (peace be upon him),['shaykh al-hadith maulana abu zafar muhammad abraham'],"['prayer, darood and yikar']",1.8707254841684606
Local government law and review,['shafiul azam'],['documentary law'],1.8707254841684606
Anxious new life (hardcover),['dell carnegie'],['translation: self-development and meditation'],1.8707254841684606
The world's best message is eternal (hardcover),['rafiqul islam bhuiyan (editor)'],"['quote, message, verse and proverb']",1.8707254841684606
Tamr Professional Girls (Paperback),['annie cameron'],['municipal and legend'],1.8707254841684606
Administration and Ethics (Hardcover),['a. z. m. shamsul alam'],['administrative law'],1.8707254841684606
Bindyisorg of grammar (hardcover),['monston pal'],"['language research, articles and criticism']",1.3869891040748714
Dishonest Siddhartha (Hardcover),['jagadish gupta'],['literature criticism'],1.8707254841684606
Sultana's dream (hardcover),['begum rokeya sakhawat hossain'],['woman'],1.8707254841684606
Mute hunter (hardcover),['julian'],['thriller'],3.970529442094152
KABUTHER'S CANVAS-2 (Hardcover),['nandan (editor)'],['bengali poetry'],1.3869891040748714
Autobiography of a prolonged poetry (hardcover),['ayesha ahmed'],['bengali poetry'],2.4981002151859824
Shamsur Rahman: Poetry and Life (Hardcover),['imran akand'],['literature and literary'],1.8707254841684606
Bipradas (Hardcover),['sarat chandra chattopadhyay'],['classical novel'],1.8707254841684606
Fun fun,['adm ali ahmad'],['mathematics'],1.4975574195248347
Debt-Pauna (Hardcover),['sarat chandra chattopadhyay'],['classical novel'],1.8707254841684606
Fight with God (Hardcover),['deepankar deepak'],['contemporary novel'],1.6965803873347685
A biography of father of the nation Bangabandhu Sheikh Mujibur Rahman (Hardcover),['mohammed zeller rahman'],['politicians'],1.8707254841684606
Panchali Panchali (Hardcover),['bibhutibhushan bandyopadhyay'],['classical novel'],1.9425446596304268
Exam Plus Questions Bank (Paperback),['tanti nahidul islam'],['preparation of admission test'],1.8707254841684606
Brave shepherd (Paperback),['dr.tasnim alam (translator)'],['translation: children'],1.8707254841684606
The story of the prophets of the prophets of the children (Hardca),['mostak ahmad'],['when age 8-12 religious books'],1.3869891040748714
Novel whole (hardcover),['syed waliullah'],['the whole of the novel'],1.8707254841684606
Palli-society (hardcover),['sarat chandra chattopadhyay'],['classical novel'],1.3869891040748714
